Warehouse_block,Shipment_mode,Customer_care_calls,Customer_rating,Product_Cost,Prior_purchases,Product_importance,Gender,Discount_offered,Weights_gms,Delivery_status,Delay_flag,Discount_category,Weight_Category
F,Ship,3,1,121,5,low,M,62,1505,On Time,0,High,Light
A,Ship,4,2,171,3,low,M,34,1352,On Time,0,High,Light
B,Ship,3,3,178,3,high,M,43,1517,On Time,0,High,Light
C,Ship,4,4,132,4,medium,F,44,1692,On Time,0,High,Light
F,Ship,6,5,249,5,medium,M,26,3897,On Time,0,Medium,Medium
D,Ship,2,3,159,3,medium,F,39,1477,On Time,0,High,Light
F,Ship,5,5,171,3,high,M,14,1554,On Time,0,Medium,Light
A,Ship,3,1,150,3,low,F,43,1831,On Time,0,High,Light
B,Ship,4,1,178,3,low,M,19,1906,On Time,0,Medium,Light
C,Ship,3,3,192,7,high,F,36,3634,On Time,0,High,Medium
F,Ship,3,4,214,8,high,F,6,2924,On Time,0,Low,Light
D,Ship,5,3,225,7,medium,F,17,3516,On Time,0,Medium,Medium
F,Ship,5,4,167,7,medium,F,43,1619,On Time,0,High,Light
A,Ship,3,2,245,4,medium,M,60,2178,On Time,0,High,Light
B,Ship,4,4,138,7,medium,M,65,1530,On Time,0,High,Light
C,Ship,4,4,173,3,medium,F,61,1609,On Time,0,High,Light
F,Ship,3,2,98,3,medium,F,60,1057,On Time,0,High,Light
D,Ship,3,1,231,2,low,M,24,3811,On Time,0,Medium,Medium
F,Ship,5,3,149,7,medium,F,51,1425,On Time,0,High,Light
A,Ship,3,5,206,3,medium,M,21,3746,On Time,0,Medium,Medium
B,Ship,5,4,264,10,medium,F,34,2960,On Time,0,High,Light
C,Ship,3,5,193,2,medium,F,12,3730,On Time,0,Medium,Medium
F,Ship,5,2,263,2,medium,F,51,1657,On Time,0,High,Light
D,Ship,2,5,282,5,low,M,63,1173,On Time,0,High,Light
F,Ship,5,4,193,3,low,M,55,2758,On Time,0,High,Light
A,Ship,4,4,171,3,medium,F,11,1594,On Time,0,Medium,Light
B,Ship,3,5,212,3,low,F,19,2703,On Time,0,Medium,Light
C,Ship,2,1,159,2,low,F,44,1213,On Time,0,High,Light
F,Ship,3,2,102,4,medium,M,57,1220,On Time,0,High,Light
D,Ship,3,2,145,2,medium,F,29,1690,On Time,0,Medium,Light
F,Ship,3,1,225,2,high,F,43,2585,On Time,0,High,Light
A,Ship,2,1,174,3,medium,F,12,1358,On Time,0,Medium,Light
B,Ship,4,3,223,4,low,F,25,3148,On Time,0,Medium,Medium
C,Ship,3,5,185,2,low,F,36,3501,On Time,0,High,Medium
F,Ship,4,5,245,3,medium,M,6,2717,On Time,0,Low,Light
D,Ship,3,3,99,3,high,M,63,1223,On Time,0,High,Light
F,Ship,3,3,141,4,low,F,35,1417,On Time,0,High,Light
A,Ship,4,2,222,2,medium,F,16,2518,On Time,0,Medium,Light
B,Ship,3,2,192,3,medium,F,64,3233,On Time,0,High,Medium
C,Ship,3,1,187,4,medium,M,42,3621,On Time,0,High,Medium
F,Ship,4,2,216,2,low,F,26,2431,On Time,0,Medium,Light
D,Ship,3,2,146,4,low,M,13,1790,On Time,0,Medium,Light
F,Ship,3,2,207,2,low,M,20,3419,On Time,0,Medium,Medium
A,Ship,4,2,225,2,low,F,6,2010,On Time,0,Low,Light
B,Ship,3,4,230,2,medium,F,15,2302,On Time,0,Medium,Light
C,Ship,3,2,173,3,medium,F,37,1990,On Time,0,High,Light
F,Ship,4,4,127,4,high,M,54,1239,On Time,0,High,Light
D,Ship,3,3,214,2,low,M,28,3869,On Time,0,Medium,Medium
F,Ship,4,1,161,3,low,M,59,1454,On Time,0,High,Light
A,Ship,4,2,262,2,low,F,37,3523,On Time,0,High,Medium
B,Ship,5,2,157,3,low,M,1,1798,On Time,0,Low,Light
C,Ship,3,1,164,3,medium,F,9,1803,On Time,0,Low,Light
F,Ship,4,4,174,2,low,F,11,1577,On Time,0,Medium,Light
D,Ship,2,2,188,4,medium,M,39,2424,On Time,0,High,Light
F,Ship,3,1,141,2,low,F,4,1297,On Time,0,Low,Light
A,Ship,5,5,134,2,medium,M,64,1785,On Time,0,High,Light
B,Ship,2,4,147,2,medium,F,65,1738,On Time,0,High,Light
C,Ship,4,1,180,3,medium,M,27,1551,On Time,0,Medium,Light
F,Ship,3,3,225,2,medium,M,55,2259,On Time,0,High,Light
D,Ship,2,3,172,3,medium,F,11,1522,On Time,0,Medium,Light
F,Ship,6,2,131,5,medium,F,5,1718,On Time,0,Low,Light
A,Ship,3,1,270,4,low,M,47,3487,On Time,0,High,Medium
B,Ship,3,4,172,3,low,M,56,1103,On Time,0,High,Light
C,Ship,4,5,198,3,medium,M,33,2129,On Time,0,High,Light
F,Ship,4,2,167,3,low,M,21,1637,On Time,0,Medium,Light
D,Ship,2,2,168,5,medium,F,1,1885,On Time,0,Low,Light
F,Ship,4,1,165,4,medium,F,34,1831,On Time,0,High,Light
A,Ship,4,5,149,6,medium,M,40,1974,On Time,0,High,Light
B,Ship,3,3,186,3,low,M,24,3262,On Time,0,Medium,Medium
C,Ship,4,1,151,2,low,F,47,1682,On Time,0,High,Light
F,Ship,3,5,146,3,medium,F,30,1569,On Time,0,Medium,Light
D,Ship,4,5,232,2,low,M,54,2526,On Time,0,High,Light
F,Ship,4,1,177,2,low,F,22,1698,On Time,0,Medium,Light
A,Ship,4,4,149,2,medium,F,19,1665,On Time,0,Medium,Light
B,Ship,4,2,180,3,low,M,3,1518,On Time,0,Low,Light
C,Ship,5,5,172,2,medium,F,40,1446,On Time,0,High,Light
F,Ship,5,2,160,3,medium,M,44,1054,On Time,0,High,Light
D,Ship,3,2,206,2,medium,F,28,2822,On Time,0,Medium,Light
F,Ship,4,5,146,3,low,F,9,1685,On Time,0,Low,Light
A,Ship,2,1,257,2,low,F,24,2130,On Time,0,Medium,Light
B,Ship,5,5,219,3,medium,M,27,3430,On Time,0,Medium,Medium
C,Ship,4,2,274,2,medium,M,55,3416,On Time,0,High,Medium
F,Ship,2,2,177,5,low,M,36,1249,On Time,0,High,Light
D,Road,4,3,209,2,medium,M,57,3741,On Time,0,High,Medium
F,Road,4,1,207,2,low,M,2,3242,On Time,0,Low,Medium
A,Road,4,4,153,3,low,F,27,1613,On Time,0,Medium,Light
B,Road,4,4,158,3,low,F,61,1507,On Time,0,High,Light
C,Road,3,4,261,2,medium,F,52,3340,On Time,0,High,Medium
F,Road,4,1,182,6,low,M,41,2047,On Time,0,High,Light
D,Road,2,3,128,2,medium,F,53,1530,On Time,0,High,Light
F,Road,2,1,178,3,low,M,6,1184,On Time,0,Low,Light
A,Road,2,4,198,3,low,M,37,2555,On Time,0,High,Light
B,Road,4,3,137,3,medium,M,46,1299,On Time,0,High,Light
C,Road,4,1,168,2,low,F,41,1515,On Time,0,High,Light
F,Road,3,3,248,4,low,F,36,3276,On Time,0,High,Medium
D,Road,5,2,225,3,medium,F,29,2411,On Time,0,Medium,Light
F,Road,5,4,239,2,low,M,35,2107,On Time,0,High,Light
A,Road,5,4,256,3,low,F,43,3658,On Time,0,High,Medium
B,Road,5,1,109,2,high,M,23,1479,On Time,0,Medium,Light
C,Road,3,3,274,2,medium,F,59,3436,On Time,0,High,Medium
F,Road,5,4,157,4,low,F,65,1951,On Time,0,High,Light
D,Road,3,2,125,3,medium,F,12,1212,On Time,0,Medium,Light
F,Road,4,5,203,2,low,F,20,2421,On Time,0,Medium,Light
A,Road,3,3,120,3,low,F,55,1534,On Time,0,High,Light
B,Road,3,5,194,4,medium,F,21,2695,On Time,0,Medium,Light
C,Flight,4,2,257,4,high,M,58,2269,On Time,0,High,Light
F,Flight,4,4,233,2,medium,M,39,2291,On Time,0,High,Light
D,Flight,5,2,193,2,low,F,1,2775,On Time,0,Low,Light
F,Flight,5,3,202,6,low,F,34,2936,On Time,0,High,Light
A,Flight,4,5,270,3,low,M,30,2720,On Time,0,Medium,Light
B,Flight,5,5,240,3,medium,F,12,2723,On Time,0,Medium,Light
C,Flight,3,2,224,3,medium,M,63,2085,On Time,0,High,Light
F,Flight,4,1,195,2,medium,M,19,2878,On Time,0,Medium,Light
D,Flight,3,2,165,3,medium,M,47,1639,On Time,0,High,Light
F,Flight,4,1,164,2,medium,F,3,1124,On Time,0,Low,Light
A,Flight,3,1,105,3,low,M,58,1304,On Time,0,High,Light
B,Flight,3,1,248,3,low,M,9,2616,On Time,0,Low,Light
C,Flight,4,3,269,6,medium,M,62,3950,On Time,0,High,Medium
F,Flight,4,1,253,3,low,M,36,2591,On Time,0,High,Light
D,Flight,3,1,231,4,medium,F,60,3755,On Time,0,High,Medium
F,Flight,3,1,164,2,low,F,39,1532,On Time,0,High,Light
A,Flight,3,3,176,3,medium,M,14,1705,On Time,0,Medium,Light
B,Flight,4,3,149,3,medium,M,17,1990,On Time,0,Medium,Light
C,Flight,4,5,187,5,medium,M,16,3781,On Time,0,Medium,Medium
F,Flight,3,2,150,2,low,M,53,1319,On Time,0,High,Light
D,Flight,3,2,190,3,medium,M,18,2715,On Time,0,Medium,Light
F,Flight,4,1,226,3,low,M,42,3077,On Time,0,High,Medium
A,Ship,3,4,98,2,low,F,32,1539,On Time,0,High,Light
B,Ship,3,5,152,2,medium,F,6,1800,On Time,0,Low,Light
C,Ship,2,2,173,2,medium,M,34,1575,On Time,0,High,Light
F,Ship,4,1,160,2,high,F,65,1861,On Time,0,High,Light
D,Ship,4,2,180,3,low,M,22,1261,On Time,0,Medium,Light
F,Ship,3,2,175,2,medium,F,12,1817,On Time,0,Medium,Light
A,Ship,3,3,274,3,low,M,6,2986,On Time,0,Low,Light
B,Ship,4,1,216,4,low,M,4,2263,On Time,0,Low,Light
C,Ship,6,2,283,2,low,F,18,3077,On Time,0,Medium,Medium
F,Ship,6,4,192,3,high,F,19,2944,On Time,0,Medium,Light
D,Ship,3,4,236,4,medium,F,43,2584,On Time,0,High,Light
F,Ship,4,2,232,3,high,M,46,2835,On Time,0,High,Light
A,Ship,2,3,204,4,low,F,20,3135,On Time,0,Medium,Medium
B,Ship,3,2,138,2,medium,F,46,1436,On Time,0,High,Light
C,Ship,3,4,154,2,low,M,29,1016,On Time,0,Medium,Light
F,Ship,4,3,244,2,low,M,17,3125,On Time,0,Medium,Medium
D,Ship,3,2,144,3,medium,F,48,1867,On Time,0,High,Light
F,Ship,3,4,274,3,medium,M,19,3076,On Time,0,Medium,Medium
A,Ship,3,2,182,3,low,F,54,3972,On Time,0,High,Medium
B,Ship,6,1,250,5,low,F,53,3352,On Time,0,High,Medium
C,Ship,4,4,207,2,medium,F,14,2945,On Time,0,Medium,Light
F,Ship,3,4,242,3,high,M,54,3011,On Time,0,High,Medium
D,Ship,5,1,154,2,low,M,37,1671,On Time,0,High,Light
F,Ship,4,4,176,3,medium,M,53,1472,On Time,0,High,Light
A,Ship,3,5,252,3,low,M,18,3701,On Time,0,Medium,Medium
B,Ship,4,1,147,3,medium,M,32,1666,On Time,0,High,Light
C,Ship,5,3,157,4,low,M,1,1306,On Time,0,Low,Light
F,Ship,3,1,257,2,medium,M,37,3517,On Time,0,High,Medium
D,Ship,4,3,172,3,medium,F,6,1261,On Time,0,Low,Light
F,Ship,4,3,134,3,high,F,22,1629,On Time,0,Medium,Light
A,Ship,2,2,152,4,low,F,48,1212,On Time,0,High,Light
B,Ship,3,1,161,3,low,F,57,1918,On Time,0,High,Light
C,Ship,3,1,269,3,low,M,47,3033,On Time,0,High,Medium
F,Ship,2,3,164,2,medium,M,64,1689,On Time,0,High,Light
D,Ship,5,3,114,6,medium,F,60,1746,On Time,0,High,Light
F,Ship,6,5,213,6,low,M,7,2709,On Time,0,Low,Light
A,Ship,4,4,255,3,medium,F,60,2777,On Time,0,High,Light
B,Ship,3,3,135,3,medium,F,28,1329,On Time,0,Medium,Light
C,Ship,3,2,155,3,medium,F,7,1434,On Time,0,Low,Light
F,Ship,6,3,273,4,medium,F,32,2532,On Time,0,High,Light
D,Ship,4,3,135,3,low,F,15,1008,On Time,0,Medium,Light
F,Ship,4,4,170,3,low,M,29,1188,On Time,0,Medium,Light
A,Ship,6,4,138,5,medium,F,15,1181,On Time,0,Medium,Light
B,Ship,3,2,213,4,low,M,53,3502,On Time,0,High,Medium
C,Ship,4,5,156,5,high,F,55,1619,On Time,0,High,Light
F,Ship,3,1,139,2,low,M,47,1241,On Time,0,High,Light
D,Ship,3,1,263,3,medium,M,6,2715,On Time,0,Low,Light
F,Ship,2,3,160,4,low,F,53,1850,On Time,0,High,Light
A,Ship,3,3,148,2,low,M,39,1402,On Time,0,High,Light
B,Ship,4,3,259,3,high,M,45,3761,On Time,0,High,Medium
C,Ship,5,4,273,3,low,F,60,3384,On Time,0,High,Medium
F,Ship,3,2,212,3,medium,F,9,2521,On Time,0,Low,Light
D,Ship,3,5,144,6,low,F,46,1110,On Time,0,High,Light
F,Ship,2,2,193,3,medium,M,64,2867,On Time,0,High,Light
A,Ship,5,2,198,3,low,F,44,3706,On Time,0,High,Medium
B,Ship,3,5,207,4,low,F,45,3770,On Time,0,High,Medium
C,Ship,6,1,236,4,low,F,10,2030,On Time,0,Low,Light
F,Ship,4,2,165,3,low,M,7,1702,On Time,0,Low,Light
D,Ship,3,3,162,3,low,M,3,1693,On Time,0,Low,Light
F,Ship,4,2,184,3,low,F,63,3609,On Time,0,High,Medium
A,Ship,5,5,145,2,medium,M,48,1834,On Time,0,High,Light
B,Ship,3,3,228,2,medium,M,27,3473,On Time,0,Medium,Medium
C,Ship,5,5,213,2,high,M,12,2522,On Time,0,Medium,Light
F,Ship,2,2,146,3,medium,F,1,1162,On Time,0,Low,Light
D,Ship,4,2,220,3,high,F,39,2459,On Time,0,High,Light
F,Ship,3,4,231,3,medium,F,49,3441,On Time,0,High,Medium
A,Ship,3,4,212,8,low,F,56,3337,On Time,0,High,Medium
B,Ship,4,3,202,3,low,F,48,2213,On Time,0,High,Light
C,Ship,5,5,208,8,low,M,39,2905,On Time,0,High,Light
F,Ship,3,3,200,3,low,M,46,2460,On Time,0,High,Light
D,Ship,3,2,250,3,low,F,37,2736,On Time,0,High,Light
F,Ship,3,5,126,2,low,F,29,1192,On Time,0,Medium,Light
A,Ship,4,1,222,4,medium,F,42,2762,On Time,0,High,Light
B,Ship,6,2,236,4,low,F,61,3140,On Time,0,High,Medium
C,Ship,4,3,165,3,low,M,4,1484,On Time,0,Low,Light
F,Ship,3,4,162,3,low,M,17,1700,On Time,0,Medium,Light
D,Ship,4,3,184,3,low,F,37,3436,On Time,0,High,Medium
F,Ship,5,3,145,2,medium,M,6,1965,On Time,0,Low,Light
A,Ship,3,4,228,2,medium,M,46,3306,On Time,0,High,Medium
B,Ship,5,3,213,2,high,F,27,2581,On Time,0,Medium,Light
C,Ship,2,3,146,3,medium,M,18,1289,On Time,0,Medium,Light
F,Ship,4,1,220,3,high,M,2,3886,On Time,0,Low,Medium
D,Ship,3,4,231,3,medium,M,39,3792,On Time,0,High,Medium
F,Ship,3,4,212,8,low,F,34,2750,On Time,0,High,Light
A,Ship,4,5,202,3,low,F,38,2651,On Time,0,High,Light
B,Ship,5,2,208,8,low,M,62,3450,On Time,0,High,Medium
C,Ship,3,3,200,3,low,M,4,3791,On Time,0,Low,Medium
F,Ship,3,1,250,3,low,F,8,3617,On Time,0,Low,Medium
D,Ship,3,5,126,2,low,F,63,1141,On Time,0,High,Light
F,Ship,4,3,222,4,medium,M,49,3697,On Time,0,High,Medium
A,Ship,3,3,273,6,low,M,6,1771,On Time,0,Low,Light
B,Ship,6,5,161,4,medium,F,20,1338,On Time,0,Medium,Light
C,Ship,5,1,236,3,medium,F,10,1347,On Time,0,Low,Light
F,Road,6,3,281,5,medium,F,8,1864,On Time,0,Low,Light
D,Road,5,3,168,4,low,M,7,1298,On Time,0,Low,Light
F,Road,5,1,206,4,low,M,62,1137,On Time,0,High,Light
A,Road,4,1,144,4,high,M,5,1294,On Time,0,Low,Light
B,Road,5,3,239,5,medium,F,19,2988,On Time,0,Medium,Light
C,Road,3,5,129,3,medium,F,52,1513,On Time,0,High,Light
F,Road,4,5,201,4,medium,M,46,3498,On Time,0,High,Medium
D,Road,5,5,160,3,medium,M,55,1911,On Time,0,High,Light
F,Road,6,5,130,6,low,F,60,1971,On Time,0,High,Light
A,Road,3,1,132,4,medium,M,58,1067,On Time,0,High,Light
B,Road,4,2,185,4,medium,F,36,2583,On Time,0,High,Light
C,Road,5,1,271,4,low,F,4,2718,On Time,0,Low,Light
F,Road,5,2,168,2,medium,M,20,1539,On Time,0,Medium,Light
D,Road,5,5,154,3,medium,F,50,1389,On Time,0,High,Light
F,Road,3,3,203,3,low,M,4,3114,On Time,0,Low,Medium
A,Road,3,1,274,3,low,M,4,2087,On Time,0,Low,Light
B,Road,5,4,280,4,low,F,19,3298,On Time,0,Medium,Medium
C,Road,4,5,196,2,low,M,51,3151,On Time,0,High,Medium
F,Road,5,2,159,3,medium,F,63,1675,On Time,0,High,Light
D,Road,5,4,269,3,medium,M,15,2522,On Time,0,Medium,Light
F,Road,4,3,161,3,low,F,52,1199,On Time,0,High,Light
A,Road,3,1,159,2,medium,F,44,1806,On Time,0,High,Light
B,Flight,5,4,147,6,medium,F,21,1145,On Time,0,Medium,Light
C,Flight,3,3,214,2,medium,F,4,3754,On Time,0,Low,Medium
F,Flight,4,5,157,4,medium,F,12,1038,On Time,0,Medium,Light
D,Flight,5,5,147,2,medium,M,19,1936,On Time,0,Medium,Light
F,Flight,5,4,182,3,medium,F,11,3545,On Time,0,Medium,Medium
A,Flight,3,5,188,2,low,F,12,2711,On Time,0,Medium,Light
B,Flight,3,1,104,2,low,M,1,1021,On Time,0,Low,Light
C,Flight,5,5,195,3,low,M,55,2641,On Time,0,High,Light
F,Flight,4,1,235,2,high,M,64,2107,On Time,0,High,Light
D,Flight,4,5,219,2,medium,F,21,3830,On Time,0,Medium,Medium
F,Flight,4,5,253,2,low,F,36,3389,On Time,0,High,Medium
A,Flight,3,3,253,4,medium,F,57,2489,On Time,0,High,Light
B,Flight,4,1,167,3,low,M,42,1197,On Time,0,High,Light
C,Flight,4,2,211,2,low,F,39,2520,On Time,0,High,Light
F,Flight,3,4,155,3,medium,M,4,1548,On Time,0,Low,Light
D,Flight,6,1,231,4,medium,F,23,2455,On Time,0,Medium,Light
F,Flight,5,4,182,4,low,M,61,3063,On Time,0,High,Medium
A,Flight,3,5,212,2,medium,M,56,3547,On Time,0,High,Medium
B,Flight,3,1,107,3,high,F,13,1861,On Time,0,Medium,Light
C,Flight,5,2,172,4,high,F,61,1161,On Time,0,High,Light
F,Flight,3,2,224,3,low,M,40,2180,On Time,0,High,Light
D,Flight,3,4,209,3,high,F,37,3650,On Time,0,High,Medium
F,Ship,4,5,268,2,medium,M,46,3076,On Time,0,High,Medium
A,Ship,3,2,141,4,low,M,9,1909,On Time,0,Low,Light
B,Ship,4,4,260,2,low,M,17,3068,On Time,0,Medium,Medium
C,Ship,5,4,151,4,medium,M,10,1441,On Time,0,Low,Light
F,Ship,5,2,184,2,medium,M,27,3276,On Time,0,Medium,Medium
D,Ship,5,1,270,3,high,M,52,3908,On Time,0,High,Medium
F,Ship,5,4,135,2,medium,F,20,1908,On Time,0,Medium,Light
A,Ship,4,3,276,4,low,F,3,3889,On Time,0,Low,Medium
B,Ship,4,4,177,3,medium,M,23,1142,On Time,0,Medium,Light
C,Ship,3,2,149,3,medium,F,64,1920,On Time,0,High,Light
F,Ship,4,3,220,4,low,M,19,3602,On Time,0,Medium,Medium
D,Ship,4,5,267,3,low,F,53,3742,On Time,0,High,Medium
F,Ship,3,2,274,3,medium,F,50,3958,On Time,0,High,Medium
A,Ship,4,4,243,3,low,M,10,3327,On Time,0,Low,Medium
B,Ship,5,1,166,2,low,M,44,1647,On Time,0,High,Light
C,Ship,5,2,225,3,medium,M,1,2049,On Time,0,Low,Light
F,Ship,3,3,138,2,medium,F,40,1117,On Time,0,High,Light
D,Ship,4,3,141,4,medium,F,38,1599,On Time,0,High,Light
F,Ship,3,4,271,4,medium,F,16,2693,On Time,0,Medium,Light
A,Ship,6,5,243,3,medium,F,35,2374,On Time,0,High,Light
B,Ship,3,3,231,3,medium,M,53,2333,On Time,0,High,Light
C,Ship,5,4,168,3,low,M,34,1779,On Time,0,High,Light
F,Ship,5,3,264,2,low,F,61,2025,On Time,0,High,Light
D,Ship,4,3,233,3,medium,M,26,2624,On Time,0,Medium,Light
F,Ship,4,2,247,5,medium,F,17,3630,On Time,0,Medium,Medium
A,Ship,3,4,176,3,low,F,4,1095,On Time,0,Low,Light
B,Ship,5,5,257,4,medium,M,31,2040,On Time,0,High,Light
C,Ship,3,1,147,4,low,M,18,1613,On Time,0,Medium,Light
F,Ship,5,5,195,2,low,F,6,3936,On Time,0,Low,Medium
D,Ship,2,4,153,2,medium,F,57,1264,On Time,0,High,Light
F,Ship,3,5,237,4,low,M,28,3903,On Time,0,Medium,Medium
A,Ship,6,4,217,5,low,F,7,3725,On Time,0,Low,Medium
B,Ship,5,1,140,4,medium,M,48,1322,On Time,0,High,Light
C,Ship,2,5,164,4,medium,M,2,1439,On Time,0,Low,Light
F,Ship,3,3,243,3,medium,F,27,2052,On Time,0,Medium,Light
D,Ship,3,4,158,3,high,M,41,1137,On Time,0,High,Light
F,Ship,5,5,180,4,high,M,10,1200,On Time,0,Low,Light
A,Ship,4,3,139,3,low,M,64,1814,On Time,0,High,Light
B,Ship,4,4,162,2,medium,M,8,1386,On Time,0,Low,Light
C,Ship,5,3,206,4,low,M,18,3104,On Time,0,Medium,Medium
F,Ship,3,2,238,2,low,M,19,2196,On Time,0,Medium,Light
D,Ship,5,3,254,2,medium,M,4,3297,On Time,0,Low,Medium
F,Ship,5,3,270,3,medium,M,38,3669,On Time,0,High,Medium
A,Ship,3,2,255,2,low,M,18,3732,On Time,0,Medium,Medium
B,Ship,4,4,182,2,low,F,13,3332,On Time,0,Medium,Medium
C,Ship,3,3,149,2,medium,M,7,1145,On Time,0,Low,Light
F,Ship,4,1,221,5,medium,M,22,3075,On Time,0,Medium,Medium
D,Ship,4,5,135,2,low,M,60,1026,On Time,0,High,Light
F,Ship,3,1,188,2,low,F,14,2074,On Time,0,Medium,Light
A,Ship,5,5,194,3,low,M,47,2256,On Time,0,High,Light
B,Ship,4,3,134,2,medium,F,29,1010,On Time,0,Medium,Light
C,Ship,3,4,210,2,medium,M,29,3142,On Time,0,Medium,Medium
F,Ship,4,2,169,2,low,M,22,1322,On Time,0,Medium,Light
D,Ship,3,3,147,2,low,F,52,1040,On Time,0,High,Light
F,Ship,4,1,213,3,low,F,21,3585,On Time,0,Medium,Medium
A,Ship,3,2,223,2,low,M,64,3595,On Time,0,High,Medium
B,Ship,4,1,233,2,medium,F,60,2671,On Time,0,High,Light
C,Ship,4,2,218,2,high,M,1,2990,On Time,0,Low,Light
F,Ship,4,5,219,3,medium,M,27,3684,On Time,0,Medium,Medium
D,Ship,3,2,145,2,low,F,44,1212,On Time,0,High,Light
F,Ship,3,3,257,3,low,M,44,3370,On Time,0,High,Medium
A,Ship,3,1,238,6,medium,F,59,3375,On Time,0,High,Medium
B,Ship,4,1,145,6,low,M,32,1673,On Time,0,High,Light
C,Ship,4,4,243,3,low,F,36,2111,On Time,0,High,Light
F,Ship,4,4,179,2,low,M,18,1369,On Time,0,Medium,Light
D,Ship,2,3,188,2,high,M,25,2033,On Time,0,Medium,Light
F,Ship,4,4,168,3,medium,M,53,1782,On Time,0,High,Light
A,Ship,5,4,157,4,low,M,58,1252,On Time,0,High,Light
B,Ship,3,4,172,3,low,M,32,1943,On Time,0,High,Light
C,Ship,5,1,195,3,low,M,37,3690,On Time,0,High,Medium
F,Ship,3,2,225,3,low,F,59,3488,On Time,0,High,Medium
D,Ship,3,3,227,2,medium,F,24,2749,On Time,0,Medium,Light
F,Ship,3,5,159,3,low,M,46,1857,On Time,0,High,Light
A,Ship,2,2,273,3,low,M,56,2633,On Time,0,High,Light
B,Ship,5,2,214,6,low,F,3,3234,On Time,0,Low,Medium
C,Ship,4,2,175,3,medium,F,34,1005,On Time,0,High,Light
F,Ship,3,5,213,2,low,F,39,2857,On Time,0,High,Light
D,Ship,4,3,190,4,medium,M,12,3115,On Time,0,Medium,Medium
F,Ship,4,2,265,4,medium,F,40,2637,On Time,0,High,Light
A,Ship,4,4,146,4,low,M,12,1899,On Time,0,Medium,Light
B,Ship,5,4,229,2,medium,F,44,2419,On Time,0,High,Light
C,Ship,3,5,195,3,medium,F,47,2439,On Time,0,High,Light
F,Ship,2,5,151,3,low,M,34,1652,On Time,0,High,Light
D,Ship,4,2,217,3,low,M,1,3133,On Time,0,Low,Medium
F,Ship,4,4,134,3,low,F,14,1716,On Time,0,Medium,Light
A,Ship,3,5,195,2,low,F,42,3814,On Time,0,High,Medium
B,Ship,4,3,142,4,low,M,29,1420,On Time,0,Medium,Light
C,Ship,2,4,182,4,medium,M,1,3624,On Time,0,Low,Medium
F,Ship,4,2,155,5,low,F,48,1043,On Time,0,High,Light
D,Ship,3,5,238,2,medium,F,34,2726,On Time,0,High,Light
F,Ship,4,1,182,3,medium,F,49,3198,On Time,0,High,Medium
A,Ship,4,1,237,4,medium,F,22,2231,On Time,0,Medium,Light
B,Ship,4,4,222,3,low,F,24,3503,On Time,0,Medium,Medium
C,Road,5,4,177,2,medium,F,45,1664,On Time,0,High,Light
F,Road,4,4,197,3,medium,F,41,3280,On Time,0,High,Medium
D,Road,3,1,224,3,low,F,48,3672,On Time,0,High,Medium
F,Road,3,3,193,2,low,M,19,3097,On Time,0,Medium,Medium
A,Road,3,1,169,3,high,M,24,1740,On Time,0,Medium,Light
B,Road,3,4,248,2,medium,F,15,2983,On Time,0,Medium,Light
C,Road,6,5,246,4,medium,M,50,3618,On Time,0,High,Medium
F,Road,4,1,232,3,medium,M,55,2686,On Time,0,High,Light
D,Road,3,5,251,3,low,F,21,2476,On Time,0,Medium,Light
F,Road,3,4,163,3,medium,M,58,1443,On Time,0,High,Light
A,Road,6,4,201,2,low,M,4,5916,On Time,0,Low,Medium
B,Road,6,5,141,3,medium,M,8,5031,Delayed,1,Low,Medium
C,Road,3,3,219,3,low,M,4,5956,Delayed,1,Low,Medium
F,Road,4,3,161,3,high,M,7,4245,Delayed,1,Low,Medium
D,Road,4,5,225,4,medium,M,5,4622,Delayed,1,Low,Medium
F,Road,5,3,277,3,medium,M,1,4186,On Time,0,Low,Medium
A,Road,3,3,256,4,medium,M,3,4732,Delayed,1,Low,Medium
B,Road,6,2,153,5,low,F,1,4597,On Time,0,Low,Medium
C,Road,4,4,135,3,low,F,4,4651,On Time,0,Low,Medium
F,Road,3,3,253,3,medium,M,7,5085,Delayed,1,Low,Medium
D,Road,4,5,139,3,low,M,5,5335,Delayed,1,Low,Medium
F,Road,3,5,136,2,high,F,1,4971,Delayed,1,Low,Medium
A,Flight,4,1,172,3,medium,M,7,4883,Delayed,1,Low,Medium
B,Flight,4,2,272,3,high,F,6,4559,Delayed,1,Low,Medium
C,Flight,3,3,207,3,high,M,1,5632,On Time,0,Low,Medium
F,Flight,2,3,134,3,low,M,4,5958,Delayed,1,Low,Medium
D,Flight,3,3,238,8,medium,F,3,4943,Delayed,1,Low,Medium
F,Flight,2,4,274,10,high,M,3,4167,On Time,0,Low,Medium
A,Flight,4,2,237,6,low,F,8,5695,Delayed,1,Low,Medium
B,Flight,3,2,153,10,high,M,2,5455,Delayed,1,Low,Medium
C,Flight,4,1,223,3,low,F,8,4974,On Time,0,Low,Medium
F,Flight,3,4,149,3,low,M,1,5040,On Time,0,Low,Medium
D,Flight,3,5,132,3,low,M,7,4013,On Time,0,Low,Medium
F,Flight,4,2,246,3,low,F,7,5616,Delayed,1,Low,Medium
A,Flight,4,2,159,5,low,F,4,5547,On Time,0,Low,Medium
